StaffId;TeamId;First Name;Last Name;Nick Name;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired
2702;-1;Huang;Hongshan;;1955-10-20;Meizhou;GUA;China;;;1
2703;8;Jack;Trim;;1976-4-30;Chicago;IL;The United States;;;0
2704;10;Lukas;Havir;;1970-4-14;Hradec Kralové;KRA;Czech Republic;;;0
2705;23;Ivan;Kamkha;;1971-6-6;Vladivostok;PRI;Russia;;;0
2706;-1;Lu;Hao;;1951-5-28;Wuhan;HUB;China;;;1
2707;12;Hu;Huaiwei;;1980-12-31;Yiyang;HUN;China;;;0
2708;12;Melvin;O'Rourke;;1973-6-13;Sumner;WA;The United States;;;0
2709;24;Dwayne;Sawyer;;1980-6-16;Seattle;WA;The United States;;;0
2710;7;Owen;Ewart;;1966-10-11;Norton-Radstock;ENG;England;;;0
2711;-1;Joakim Bo;Kidlapik;;1970-6-5;Nakhon Pathom;NAK;Thailand;;;0
2712;-1;Chris;Mitchell;;1976-3-11;Rowland Heights;CA;The United States;;;0
2713;-1;Brian;Hansen;;1960-4-26;Lewisville;TX;The United States;;;1
2714;68;Jaroslav;Stipek;;1956-4-4;Policka;PAR;Czech Republic;;;0
2715;-1;Aleksandr;Novikov;;1979-2-17;Moscow;MOS;Russia;;;0
2716;-1;Jonathon;Belle;;1977-10-12;New Haven;CT;The United States;;;0
2717;35;Andrey;Almakov;;1958-12-4;Baykit;KRA;Russia;;;0
2718;-1;Boris;Nikolayev;;1976-11-22;Starotitarovskaya;KRA;Russia;;;0
2719;-1;Tomás;Csongrady;;1959-3-13;Trencín;TRE;Slovakia;;;1
2720;11;Ilya;Gailish;;1959-2-18;Nalchik;KAB;Russia;;;0
2721;28;Maksim;Enman;;1958-10-22;Rzhev;TVE;Russia;;;0
2722;25;Adamnan;Alisjahbana;;1965-3-23;Subang Jaya;SEL;Malaysia;;;0
2723;-1;Fikret;Özdilek;;1979-12-24;Ankara;ANK;Turkey;;;0
2724;-1;Tony;Lochner;;1971-11-22;Thief River Falls;MN;The United States;;;0
2725;19;Denis;Yezhov;;1968-1-17;Tula;TUL;Russia;;;0
2726;92;Fred;Willig;;1963-11-25;Selb;BAV;Germany;;;0
2727;9;Randy;O'Sheehan;;1972-9-26;Diamond Bar;CA;The United States;;;0
2728;29;Wilbur;Pittman;;1980-4-8;McAllen;TX;The United States;;;0
2729;26;Naoya;Kodou;;1953-9-23;Kakogawa;HYO;Japan;;;0
2730;26;Greg;Hethrington;;1977-10-22;Chicago;IL;The United States;;;0
2731;-1;Ding;Pingfa;;1972-2-5;Xuchang;HEN;China;;;0
2732;-1;Alex;Hélie;;1962-4-2;Montreal;QC;Canada;;;1
2733;-1;Doug;Hall;;1955-10-3;Rochester;MN;The United States;;;1
2734;3;Al;Allgood;;1966-3-19;New Orleans;LA;The United States;;;0
2735;-1;Anatoliy;Chekh;;1974-4-14;Odesa;ODE;Ukraine;;;0
2736;-1;Bob;Baxter;;1970-2-15;Boise;ID;The United States;;;0
2737;33;Joe;Bellshaw;;1955-9-7;Imlay City;MI;The United States;;;0
2738;37;Aleksey;Faleychik;;1961-10-8;Tokmak;ZAP;Ukraine;;;0
2739;-1;Jorge;Garcia;;1969-6-2;Tracy;CA;The United States;;;0
2740;38;Jake;Lane;;1977-11-20;Loma Linda;CA;The United States;;;0
2741;103;Arseny;Ovchinnikov;;1966-7-17;Akmechet;KYZ;Kazakhstan;;;0
2742;43;Håvard;Myhre;;1969-12-29;Chicago;IL;The United States;;;0
2743;-1;Vladimir;Nikeshin;;1953-2-10;Rudnya;VOL;Russia;;;1
2744;-1;Chad;Westacott;;1977-7-24;Fountainbleau;FL;The United States;;;0
2745;-1;Vladimir;Mylnikov;;1968-4-18;Kondopoga;KAR;Russia;;;0
2746;-1;Dmitry;Trunyov;;1963-10-29;Azov;ROS;Russia;;;1
2747;-1;Jim;Wadsley;;1953-10-24;Wadsworth;OH;The United States;;;1
2748;-1;Pete;Looney;;1980-9-15;Los Angeles;CA;The United States;;;0
2749;-1;Ugur;Yilmaz;;1974-10-21;Isparta;ISP;Turkey;;;0
2750;-1;Lawrence;McGeachie;;1971-9-3;Natick;MA;The United States;;;0
2751;-1;Artyom;Mysyagin;;1969-3-17;Klimovsk;MOS;Russia;;;0
2752;-1;Harald;Schuller;;1953-5-8;Sankt Ingbert;SAA;Germany;;;1
2753;-1;Jeff;Ames;;1968-11-10;Montgomery;AL;The United States;;;0
2754;66;Oleksandr;Yaremchuk;;1960-3-1;Khmelnytskyy;KHM;Ukraine;;;0
2755;-1;Ramazan;Dildabekov;;1972-9-24;Almaty;ALM;Kazakhstan;;;0
2756;-1;Aleksey;Teslyukevich;;1975-9-9;Nizhnevartovsk;KHA;Russia;;;0
2757;71;Bob;Farris;;1959-12-11;California City;CA;The United States;;;0
2758;-1;Günter;Schmidt;;1957-1-26;Heusweiler;SAA;Germany;;;1
2759;9;Raul;Gizatullin;;1967-1-8;Samara;SAM;Russia;;;0
2760;-1;Tomaz;Trajkovski;;1967-11-10;Mozirje;SAV;Slovenia;;;0
2761;71;Charlie;Buck;;1955-1-22;Phoenix;AZ;The United States;;;0
2762;77;Rico;Hufnagel;;1961-3-28;Ueckermünde;MEC;Germany;;;0
2763;68;Luigi;Sommerville;;1965-8-9;Bluewater;ON;Canada;;;0
2764;-1;Yury;Bizyayev;;1978-3-26;Lytkarino;MOS;Russia;;;0
2765;1;Taylor;Heaven;;1966-4-28;West Milford;NJ;The United States;;;0
2766;74;Nikolaus;Willmann;;1965-9-12;Bersenbrück;LOW;Germany;;;0
2767;41;Igor;Plyuschev;;1965-5-1;Kalyazin;TVE;Russia;;;0
2768;43;Neil;Townsend;;1963-3-29;Austin;TX;The United States;;;0
2769;66;Merten;Heller;;1978-9-17;Winnipeg;MB;Canada;;;0
2770;45;Yakov;Barabanschikov;;1956-11-6;Novokuznetsk;KEM;Russia;;;0
2771;-1;Janne;Kulmala;;1966-1-16;Karstula;FIN;Finland;;;0
2772;-1;Roman;Neretin;;1975-1-15;Kovrov;VLA;Russia;;;0
2773;-1;Ladislav;Krajcik;;1971-5-3;Kosice;KOS;Slovakia;;;0
2774;-1;Sergey;Gorikhvostov;;1974-3-30;Novosibirsk;NOV;Russia;;;0
2775;-1;Terry;Roberts;;1976-10-24;Emporium;PA;The United States;;;0
2776;2;Geng;Naigun;;1966-12-13;Guiren;JIA;China;;;0
2777;-1;John;Morphett;;1977-10-19;Milwaukee;WI;The United States;;;0
2778;77;Rich;Stone;;1965-9-30;Beckley;WV;The United States;;;0
2779;-1;Zhou;Jingui;;1970-7-26;Tangshan;HEB;China;;;0
2780;-1;Aleksey;Pervukhin;;1972-10-4;Perm;PER;Russia;;;0
2781;4;Yu;Tao;;1967-6-28;Yancheng;JIA;China;;;0
2782;-1;Pavel;Grenkov;;1980-9-26;Moscow;MOS;Russia;;;0
2783;-1;Yevgeny;Trubkin;;1961-2-24;Miass;CHE;Russia;;;1
2784;45;Deng;Xin;;1958-2-5;Kaifeng;HEN;China;;;0
2785;-1;Maksim;Popov;;1964-8-6;Petrozavodsk;KAR;Russia;;;0
2786;-1;Andrey;Admakin;;1957-5-10;Omsk;OMS;Russia;;;1
2787;-1;Dan;George;;1969-4-5;Bellows Falls;VT;The United States;;;0
2788;-1;Sergey;Nikitin;;1976-7-15;Gus-Khrustalnyy;VLA;Russia;;;0
2789;-1;Paul;Ball;;1975-3-27;Gresham;OR;The United States;;;0
2790;-1;Doug;Payne;;1959-6-27;Strawberry Point;IA;The United States;;;1
2791;-1;Gerrit;Huitema;;1958-1-5;Durban;KWA;South Africa;;;1
2792;47;Bernt;Söderqvist;;1955-6-10;Helsingborg;SKå;Sweden;;;0
2793;48;Janik;Bösch;;1959-6-5;Bern;BE;Switzerland;;;0
2794;-1;Nikolay;Kalinin;;1979-1-23;Makhalino;PEN;Russia;;;0
2795;-1;Yevgeny;Mezin;;1955-7-25;Lutsk;VOL;Ukraine;;;1
2796;85;Curt;Prince;;1959-10-6;Lincoln;NE;The United States;;;0
2797;59;Adam;Haag;;1965-4-22;Westchester;IL;The United States;;;0
2798;88;Sabirzyan;Nugamanov;;1956-4-30;Rostov-na-Donu;ROS;Russia;;;0
2799;-1;Sergey;Marchenko;;1962-9-22;Novosibirsk;NOV;Russia;;;0
2800;-1;Don;Sewell;;1957-10-2;Clinton;MI;The United States;;;1
2801;-1;Aleksandr;Koscheyev;;1954-12-7;Buzuluk;ORE;Russia;;;1
2802;-1;Gleb;Zauzolkov;;1980-4-3;Komsomolsk-na-Amure;KHA;Russia;;;0
2803;-1;Denis;Mazanov;;1962-4-30;Ramenskoye;MOS;Russia;;;0
2804;-1;Boris;Danilovsky;;1955-10-1;Moscow;MOS;Russia;;;1
2805;-1;Martin;Müller;;1980-9-1;Zurich;ZH;Switzerland;;;0
2806;82;Ed;Shoffner;;1961-1-12;Garden Grove;CA;The United States;;;0
2807;-1;Kanat;Kazbek;;1974-11-12;Nur-Sultan;AKM;Kazakhstan;;;0
2808;52;Ivan;Schadilov;;1963-10-27;Pirogovskiy;MOS;Russia;;;0
2809;7;Ed;MacGown;;1968-3-28;Friendswood;TX;The United States;;;0
2810;53;Yehonatan;Azubel;;1963-7-26;Qiryat Gat;HAD;Israel;;;0
2811;-1;Max;Nelson;;1976-4-13;Jersey City;NJ;The United States;;;0
2812;-1;Aleksandr;Lipovtsov;;1965-12-5;Borisovka;BEL;Russia;;;0
2813;38;Sergey;Makarov;;1958-5-21;Raduzhnyy;KHA;Russia;;;0
2814;-1;Ma;Xuliang;;1953-6-8;Wuhan;HUB;China;;;1
2815;82;Jake;Thornton;;1970-10-13;Naperville;IL;The United States;;;0
2816;-1;Radik;Sadykov;;1960-7-10;Menzelinsk;TAT;Russia;;;0
2817;80;Alex;Askin;;1963-12-30;Bergenfield;NJ;The United States;;;0
2818;5;Jürgen;Höppner;;1955-9-26;Oldenburg;LOW;Germany;;;0
2819;5;Coy;MacMaster;;1961-5-25;Tarpon Springs;FL;The United States;;;0
2820;92;Kyle;Lutz;;1955-8-12;New Westminster;BC;Canada;;;0
2821;-1;Kel;Ryan;;1962-11-5;Wilsonville;OR;The United States;;;0
2822;-1;Jordan;Thomas;;1954-2-5;Kamloops;BC;Canada;;;1
2823;-1;Christoph;Sperling;;1975-6-4;Schwalbach;SAA;Germany;;;0
2824;-1;Mark;Riesgraf;;1976-5-22;New York;NY;The United States;;;0
2825;5;Pascal;Reinecke;;1963-9-7;Langenhagen;LOW;Germany;;;0
2826;-1;Stanislav;Dashevsky;;1956-9-3;Pugachyov;SAR;Russia;;;1
2827;8;Rahmad;Bintang;;1964-6-5;Kuantan;PAH;Malaysia;;;0
2828;-1;Sergey;Shishlo;;1974-10-31;Moscow;MOS;Russia;;;0
2829;-1;Denis;Vakitchev;;1954-11-22;Novosibirsk;NOV;Russia;;;1
2830;21;Xu;Hongfang;;1953-3-3;Changchun;JIL;China;;;0
2831;-1;Chris;England;;1979-2-23;Jonesville;NC;The United States;;;0
2832;-1;Albert;Lugo;;1973-7-23;Randallstown;MD;The United States;;;0
2833;-1;Ivan;Popov;;1955-1-9;Uryupinsk;VOL;Russia;;;1
2834;-1;Stepan;Nilov;;1976-8-3;Vladimir;VLA;Russia;;;0
2835;-1;Pascal;Baumann;;1971-10-1;Le Mouret;FR;Switzerland;;;0
2836;-1;Anton;Martynov;;1975-1-7;Stalskoye;DAG;Russia;;;0
2837;-1;Luis;Santos;;1976-8-29;Los Angeles;CA;The United States;;;0
2838;23;Andriy;Kasyan;;1952-9-26;Tambov;TAM;Russia;;;0
2839;-1;Aleksandr;Loginov;;1979-10-30;Astrakhan;AST;Russia;;;0
2840;-1;Ilya;Tsaregorodtsev;;1968-8-19;Stolbovaya;MOS;Russia;;;0
2841;-1;Allan;Turner;;1954-8-11;Dearborn;MI;The United States;;;1
2842;16;Giancarlo;Toschi;;1953-9-7;Milan;LOM;Italy;;;0
2843;-1;Franz;Lang;;1954-2-24;Mantova;LOM;Italy;;;1
2844;-1;Vyacheslav;Lokotnikov;;1963-3-2;Nur-Sultan;AKM;Kazakhstan;;;0
2845;-1;Aleksey;Zdrestov;;1966-3-8;Samara;SAM;Russia;;;0
2846;-1;Roy;Godsell;;1966-4-10;Freeport;IL;The United States;;;0
2847;-1;Denis;Smirnov;;1965-12-2;Tynda;AMU;Russia;;;0
2848;-1;Nikita;Treumov;;1961-5-26;Omsk;OMS;Russia;;;0
2849;22;Paul;Fields;;1961-12-16;New York;NY;The United States;;;0
2850;-1;Oiva;Harju;;1978-8-5;Mikkeli;SSA;Finland;;;0
2851;-1;Robinson;Romeo;;1957-10-3;Vineyard;CA;The United States;;;1
2852;-1;Ryan;Lariviere;;1979-7-26;Richibucto;NB;Canada;;;0
2853;-1;Mikhail;Hrabarenka;;1970-4-27;Severodvinsk;ARK;Russia;;;0
2854;-1;Oleh;Klymenko;;1973-12-6;Sevastopol;SEV;Ukraine;;;0
2855;-1;Jozef;Sutiak;;1978-9-4;Sala;NIT;Slovakia;;;0
2856;22;Andrey;Zyulkov;;1965-12-26;Novokuybyshevsk;SAM;Russia;;;0
2857;-1;Vladimir;Shafrov;;1977-1-18;Dubrovka;LEN;Russia;;;0
2858;9;Sergey;Lobashov;;1962-11-5;St. Petersburg;SAI;Russia;;;0
2859;8;Alessandro;Piccione;;1963-1-27;Cagliari;SAR;Italy;;;0
2860;4;Vladimir;Kuzmenko;;1967-2-28;Syktyvkar;KOM;Russia;;;0
2861;33;Sten-Åke;Hedlund;;1962-6-10;Mjölby;ÖST;Sweden;;;0
2862;-1;Greg;Dermody;;1957-7-1;Malta;MT;The United States;;;1
2863;-1;Clint;Kennett;;1954-2-14;Folcroft;PA;The United States;;;1
2864;-1;Ravil;Shaydullin;;1979-8-14;Kazan;TAT;Russia;;;0
2865;29;Rob;Woodard;;1975-3-23;Rochester;NY;The United States;;;0
2866;-1;Liu;Guocheng;;1972-5-23;Shanghai;SHA;China;;;0
2867;27;Barry;Hoch;;1960-10-30;Spokane;WA;The United States;;;0
2868;-1;Michael;Sharp;;1980-9-25;New York;NY;The United States;;;0
2869;38;Morgan;Garnham;;1959-12-21;Hawthorne;CA;The United States;;;0
2870;-1;Maksim;Nemertsalov;;1975-9-27;Kursk;KUR;Russia;;;0
2871;6;Karl;Rohner;;1967-10-13;Rorschacherberg;SG;Switzerland;;;0
2872;40;Yegor;Zgersky;;1962-7-22;Borovichi;NOV;Russia;;;0
2873;-1;Aleksandr;Torchinsky;;1974-10-17;Zalukokoazhe;KAB;Russia;;;0
2874;-1;Liu;Lihu;;1956-1-9;Dongning;HEI;China;;;1
2875;-1;Leonid;Torchenyuk;;1969-12-31;Vologda;VOL;Russia;;;0
2876;-1;Juan;Pedraza;;1974-11-30;Harrison;TN;The United States;;;0
2877;74;Matt;Bowman;;1959-7-22;Austin;TX;The United States;;;0
2878;-1;Peter;Scanlan;;1954-12-7;Kamloops;BC;Canada;;;1
2879;-1;D'Arcy;Singer;;1970-11-29;Sudbury;ON;Canada;;;0
2880;-1;Dylan;Cotie;;1951-1-7;South Frontenac;ON;Canada;;;1
2881;-1;London;Jeanes;;1972-1-15;Calgary;AB;Canada;;;0
2882;0;Jamie;Simonson;;1975-7-30;Toronto;ON;Canada;;;0
2883;-1;Emerson;Maw;;1976-10-24;Frankford;ON;Canada;;;0
2884;-1;Austin;Dionisi;;1983-12-24;London;ON;Canada;;;0
2885;-1;Phil;Pouliot;;1977-9-20;Gatineau;QC;Canada;;;0
2886;-1;Kyle;Stevenson;;1971-7-16;Toronto;ON;Canada;;;0
2887;-1;Joey;Roy;;1977-6-3;Montreal;QC;Canada;;;0
2888;0;Brad;Shaw;;1982-10-2;Thornhill;ON;Canada;;;0
2889;-1;Erik;Buttrey;;1982-12-25;Nanaimo;BC;Canada;;;0
2890;-1;Mathis;Boucher;;1980-6-12;Gatineau;QC;Canada;;;0
2891;0;Kristoff;Sillem;;1970-6-16;Calgary;AB;Canada;;;0
2892;0;Samuel;Normandin;;1980-10-7;Sorel-Tracy;QC;Canada;;;0
2893;-1;Matthew;Ceretti;;1975-8-6;Kitchener;ON;Canada;;;0
2894;62;Sam;Hope;;1978-7-8;Delta;BC;Canada;;;0
2895;-1;James;Mitchell;;1986-11-17;Embrun;ON;Canada;;;0
2896;0;Zack;Bordeleau;;1975-2-19;Ottawa;ON;Canada;;;0
2897;-1;Luca;Vittorio;;1978-5-7;Belleville;ON;Canada;;;0
2898;-1;Devin;Knight;;1978-7-19;Sydney Mines;NS;Canada;;;0
2899;-1;Jeff;Clairmont;;1960-12-18;Halifax;NS;Canada;;;1
2900;-1;Jon;Prestage;;1962-4-28;Toronto;ON;Canada;;;1
2901;-1;Nicolas;Roy;;1972-4-27;Laval;QC;Canada;;;0
2902;65;Kenny;Bower;;1959-3-1;Calgary;AB;Canada;;;0
2903;-1;Keith;Murphy;;1956-4-2;Sacramento;CA;The United States;;;1
2904;-1;Mark;Coll;;1976-11-30;Los Angeles;CA;The United States;;;0
2905;-1;Adam;Bell;;1972-9-4;Dickinson;TX;The United States;;;0
2906;81;Mike;Lynch;;1980-1-12;Chelsea;MA;The United States;;;0
2907;-1;Ron;Oakley;;1977-1-17;Toledo;OH;The United States;;;0
2908;-1;Brian;Glossop;;1952-5-8;Myrtle Grove;NC;The United States;;;1
2909;-1;Bobby;van Huisen;;1960-4-30;Cupertino;CA;The United States;;;1
2910;-1;Charlie;Thompson;;1955-4-27;Jurupa Valley;CA;The United States;;;1
2911;81;Mike;Wood;;1958-10-31;Las Vegas;NV;The United States;;;0
2912;-1;Woodrow;Tucker;;1952-2-24;Newport News;VA;The United States;;;1
2913;-1;Thom;Puckett;;1951-4-1;Boulder;MT;The United States;;;1
2914;-1;Dan;Ellis;;1965-4-2;Forrest City;AR;The United States;;;0
2915;-1;Mark;Franck;;1969-8-25;Greenacres;FL;The United States;;;0
2916;-1;Ron;Wells;;1957-10-2;Memphis;TN;The United States;;;1
2917;14;Ryan;Forbes;;1967-2-26;New York;NY;The United States;;;0
2918;-1;Peter;Poe;;1963-10-10;St. Charles;MD;The United States;;;0
2919;-1;Albert;Hawk;;1965-11-20;Colfax;CA;The United States;;;0
2920;36;Ken;Gellice;;1971-9-22;Enfield;CT;The United States;;;0
2921;14;Pete;Palmer;;1971-5-17;Fresno;CA;The United States;;;0
2922;55;Sonny;Rutledge;;1973-3-9;Athens;GA;The United States;;;0
2923;-1;Kenny;Middleton;;1979-5-13;Iona;FL;The United States;;;0
2924;-1;Robert;Reimers;;1965-4-22;Chicago;IL;The United States;;;0
2925;28;Adam;Delhaunty;;1981-4-7;Berkeley;CA;The United States;;;0
2926;-1;Kent;O'Neil;;1956-4-24;Rancho Santa Margarita;CA;The United States;;;1
2927;48;Dave;McClear;;1971-3-28;Brooklyn;NY;The United States;;;0
2928;-1;Tucker;Kussman;;1978-2-17;Rosedale;MD;The United States;;;0
2929;-1;Mark;Whooly;;1963-5-9;Riverdale Park;CA;The United States;;;0
2930;-1;Jim;Wolfe;;1979-9-11;New York;NY;The United States;;;0
2931;18;Marv;Griffin;;1973-5-7;Jupiter;FL;The United States;;;0
2932;-1;Lindsay;Whitcher;;1977-8-2;Worcester;MA;The United States;;;0
2933;-1;Dale;Nichols;;1979-11-26;Peachtree Corners;GA;The United States;;;0
2934;94;Mark;Overman;;1972-2-9;Montebello;CA;The United States;;;0
2935;28;Quentin;Ineiry;;1973-1-27;Healdsburg;CA;The United States;;;0
2936;-1;Tim;Clay;;1958-9-4;El Paso;TX;The United States;;;1
2937;-1;Ken;Lindley;;1954-7-14;Kansas City;MO;The United States;;;1
2938;28;Rob;Butler;;1980-10-7;Odessa;TX;The United States;;;0
2939;-1;Austen;Nicholson;;1953-7-6;Toronto;ON;Canada;;;1
2940;-1;Matthew;Bonis;;1954-11-15;Calgary;AB;Canada;;;1
2941;108;Kevin;Delvecchio;;1977-5-14;Montreal;QC;Canada;;;0
2942;-1;Nathan;Barnes;;1980-6-28;Winnipeg;MB;Canada;;;0
2943;-1;Robert;LeBlond;;1968-10-29;Hamilton;ON;Canada;;;0
2944;-1;Shamus;Moss;;1953-5-2;Guelph;ON;Canada;;;1
2945;77;Vincent;Arcand;;1969-9-6;Quebec City;QC;Canada;;;0
2946;-1;Marc;Vigneault;;1967-1-3;Laval;QC;Canada;;;0
2947;-1;Mathis;Morin;;1969-7-28;Montreal;QC;Canada;;;0
2948;-1;Travis;Clarke;;1957-6-1;Burnaby;BC;Canada;;;1
2949;-1;Geoffrey;Aiken;;1970-10-27;Edison;NJ;The United States;;;0
2950;-1;Ángel;Delgado;;1973-1-4;Los Angeles;CA;The United States;;;0
2951;-1;Jackson;Stuart;;1977-9-26;Urbana;IL;The United States;;;0
2952;-1;Troy;Snyder;;1962-5-9;Orem;UT;The United States;;;0
2953;94;Wally;Passmore;;1975-7-13;Isla Vista;CA;The United States;;;0
2954;-1;Max;Glasser;;1961-10-29;Danbury;CT;The United States;;;1
2955;-1;Tyler;Bozak;;1986-3-19;Regina;SK;Canada;;;0
2956;-1;Dmitry;Valerko;;1989-6-24;Nur-Sultan;AKM;Kazakhstan;;;0
2957;12;Frédéric;Cyr;;1966-1-30;Victoriaville;QC;Canada;;;0
2958;-1;Stefan;Kimlicka;;1975-7-3;Bratislava;BRA;Slovakia;;;0
2959;-1;Mark;Burks;;1969-4-2;Richardson;TX;The United States;;;0
2960;6;Jesús;Padilla;;1968-1-26;Santa Ana;CA;The United States;;;0
2961;78;Liu;Junyan;;1960-8-13;Korla;XIN;China;;;0
2962;59;Michal;Opiela;;1955-11-7;Lviv;LVI;Ukraine;;;0
2963;53;Dmitry;Pepelyayev;;1952-9-30;Tambov;TAM;Russia;;;0
2964;-1;Dieter;Grosch;;1979-6-26;Bad Orb;HES;Germany;;;0
2965;99;Vitaly;Bumagin;;1958-8-11;Chelyabinsk;CHE;Russia;;;0
2966;6;Kostyantyn;Pavlyk;;1966-7-1;Nur-Sultan;AKM;Kazakhstan;;;0
2967;-1;Giampiero;Astarita;;1979-10-16;Padova;VEN;Italy;;;0
2968;100;Kendrick;Stephens;;1965-10-26;Palm Springs;CA;The United States;;;0
2969;-1;Aleksandr;Chebachev;;1970-12-16;Ozyorsk;CHE;Russia;;;0
2970;-1;Andrey;Zabolotnev;;1961-1-10;Kayerkan;KRA;Russia;;;1
2971;102;Chris;Roddam;;1956-5-23;Detroit;MI;The United States;;;0
2972;-1;Li;Yaodong;;1980-9-1;Yangquan;SHA;China;;;0
2973;8;Ronald;McCarthy;;1973-11-11;Plano;TX;The United States;;;0
2974;-1;Anton;Shigapov;;1959-6-18;Taraz;JAM;Kazakhstan;;;1
2975;-1;Aleksandr;Teslenko;;1968-2-6;Arkhangelsk;ARK;Russia;;;0
2976;105;Eduard;Schwarz;;1963-10-1;Dortmund;NOR;Germany;;;0
2977;-1;Damir;Samitov;;1962-7-25;Rostov-na-Donu;ROS;Russia;;;0
2978;-1;Lindsay;Malzahn;;1955-8-4;Kawartha Lakes;ON;Canada;;;1
2979;25;Thomas;Hamilton;;1977-1-15;Elgin;IL;The United States;;;0
2980;-1;Gatiyat;Kurbangaleyev;;1969-2-25;Ufa;BAS;Russia;;;0
2981;119;Luo;Qiao;;1965-10-20;Xuanzhou;ANH;China;;;0
2982;120;Fred;Mahurin;;1958-6-3;Slidell;LA;The United States;;;0
2983;120;Oleg;Yefimovich;;1962-12-21;Yelizovo;KAM;Russia;;;0
2984;-1;Nils;Glise;;1973-8-6;Rezekne;REZ;Latvia;;;0
2985;-1;Mark;O'Brien;;1978-9-8;Long Beach;CA;The United States;;;0
2986;-1;Rashit;Akchurin;;1964-1-7;Mendeleyevsk;TAT;Russia;;;0
2987;1;Aleksandr;Khlebnikov;;1966-9-14;Muravlenko;YAM;Russia;;;0
2988;17;Vladimir;Shatsky;;1960-11-27;Verkhnetulomskiy;MUR;Russia;;;0
2989;1;Earl;Klassen;;1964-6-25;Chicago;IL;The United States;;;0
2990;27;Matt;Breuer;;1958-2-11;Hampton;AR;The United States;;;0
2991;-1;Nathan;Tremblay;;1980-4-4;Sorel-Tracy;QC;Canada;;;0
2992;41;James;Macaulay;;1952-7-18;Walden;ON;Canada;;;0
2993;-1;Vasily;Daich;;1980-7-3;Chaltyr;ROS;Russia;;;0
2994;-1;Denis;Vanin;;1981-9-12;Arkhangelsk;ARK;Russia;;;0
2995;-1;Peter;Müller;;1956-3-4;Moutier;BE;Switzerland;;;1
2996;-1;Rolf;Schneider;;1981-12-25;Gerlafingen;SO;Switzerland;;;0
2997;-1;Aleksey;Kozlov;;1969-4-17;Barnaul;ALT;Russia;;;0
2998;-1;Nicolas;Bertrand;;1981-8-16;Valenciennes;NOR;France;;;0
2999;-1;Anthony;LaFontaine;;1967-8-5;Tonawanda CDP;NY;The United States;;;0
3000;-1;Johannes;Berglund;;1966-7-10;Linköping;ÖST;Sweden;;;0
3001;15;Thomas;McCullough;;1963-10-1;Danbury;CT;The United States;;;0
3002;-1;Greg;Conner;;1971-7-16;Brooklyn;NY;The United States;;;0
3003;-1;Xavier;Patry;;1955-1-30;Edmundston;NB;Canada;;;1
3004;90;Max;Foster;;1970-1-4;Burlington;ON;Canada;;;0
3005;-1;André;Mahler;;1968-5-26;Zeitz;SAX;Germany;;;0
3006;21;Sun;Jun;;1963-7-12;Xinan;JIA;China;;;0
3007;-1;Liu;Yu;;1979-3-25;Shanghai;SHA;China;;;0
3008;21;Nikita;Kadetov;;1956-9-15;Chapaevsk;SAM;Russia;;;0
3009;-1;Thomas;Wiesinger;;1980-7-7;Graz;STE;Austria;;;0
3010;-1;Grigory;Deryabin;;1972-4-23;Novokuznetsk;KEM;Russia;;;0
3011;-1;Zheng;Chongsong;;1973-5-15;Shijiazhuang;HEB;China;;;0
3012;-1;Gerry;Puckeridge;;1981-8-12;Perth;WA;Australia;;;0
3013;-1;Oleh;Berezovyi;;1955-11-8;Poltava;POL;Ukraine;;;1
3014;-1;Rushan;Bilyaletdinov;;1961-5-17;Kazan;TAT;Russia;;;1
3015;-1;Ma;Fangzhuo;;1960-5-7;Shanghai;SHA;China;;;1
3016;-1;Yevgeny;Chernov;;1970-7-28;Kazan;TAT;Russia;;;0
3017;30;Adam;Wells;;1966-2-2;Honolulu;HI;The United States;;;0
3018;-1;Konstantin;Levitsky;;1954-9-20;Lyudinovo;KAL;Russia;;;1
3019;-1;Sagadat;Shamayev;;1975-3-28;Uralsk;BAT;Kazakhstan;;;0
3020;-1;Liu;Guanghua;;1952-9-19;Beijing;BEI;China;;;1
3021;-1;Kirill;Lyapunov;;1968-4-29;Moscow;MOS;Russia;;;0
3022;-1;Oleksandr;Zhychykov;;1975-2-7;Izyum;KHA;Ukraine;;;0
3023;-1;Yaroslav;Kozlov;;1967-2-15;Kharkiv;KHA;Ukraine;;;0
3024;-1;Ray;Harvey;;1959-5-21;Green Bay;WI;The United States;;;1
3025;-1;Danny;Melton;;1980-7-15;Fort Worth;TX;The United States;;;0
3026;-1;Aleksey;Lipskerov;;1978-1-2;Zittau;SAX;Germany;;;0
3027;-1;Ramón;Real;;1965-4-7;Malaga;MAL;Spain;;;0
3028;-1;Valentin;Nord;;1971-8-2;Lindesberg;ÖRE;Sweden;;;0
3029;-1;Nicolas;Lappi;;1976-9-21;Oulu;NOS;Finland;;;0
3030;-1;Nurislam;Tansykbayev;;1979-5-29;Almaty;ALM;Kazakhstan;;;0
3031;-1;Haci;Abisov;;1975-1-1;Samara;SAM;Russia;;;0
3032;21;Rotem;Ben Basat;;1955-4-20;Z_oran-Qadima;HAM;Israel;;;0
3033;24;Dave;Ray;;1973-2-13;Huntington Beach;CA;The United States;;;0
